,neg,neu,pos,compound,label
37759,0,1,0,0,Neutral
37760,0,0.716,0.284,0.8374,Positive
37761,0,1,0,0,Neutral
37762,0,0.488,0.512,0.6369,Positive
37763,0,0.832,0.168,0.7717,Positive
37764,0,1,0,0,Neutral
37765,0,1,0,0,Neutral
37766,0,1,0,0,Neutral
37767,0,0.819,0.181,0.1406,Positive
37768,0,0.698,0.302,0.3818,Positive
37769,0,1,0,0,Neutral
37770,0,1,0,0,Neutral
37771,0,0.838,0.162,0.4767,Positive
37772,0,0.815,0.185,0.5267,Positive
37773,0.204,0.796,0,-0.3736,Negative
37774,0.061,0.805,0.134,0.5023,Positive
37775,0,1,0,0,Neutral
37776,0,1,0,0,Neutral
37777,0,0.657,0.343,0.9398,Positive
37778,0,1,0,0,Neutral
37779,0,1,0,0,Neutral
37780,0,1,0,0,Neutral
37781,0.113,0.887,0,-0.1027,Negative
37782,0,0.674,0.326,0.4404,Positive
37783,0,0.469,0.531,0.5267,Positive
37784,0,1,0,0,Neutral
37785,0,1,0,0,Neutral
37786,0,1,0,0,Neutral
37787,0,1,0,0,Neutral
37788,0.422,0.578,0,-0.8074,Negative
37789,0,1,0,0,Neutral
37790,0,1,0,0,Neutral
37791,0.079,0.921,0,-0.2003,Negative
37792,0,1,0,0,Neutral
37793,0,0.595,0.405,0.5267,Positive
37794,0,0.929,0.071,0.3164,Positive
37795,0,1,0,0,Neutral
37796,0,0.764,0.236,0.5267,Positive
37797,0,1,0,0,Neutral
37798,0,1,0,0,Neutral
37799,0,1,0,0,Neutral
37800,0.253,0.747,0,-0.7243,Negative
37801,0,1,0,0,Neutral
37802,0,1,0,0,Neutral
37803,0,0.649,0.351,0.4019,Positive
37804,0,0.673,0.327,0.5267,Positive
37805,0,1,0,0,Neutral
37806,0,1,0,0,Neutral
37807,0,1,0,0,Neutral
37808,0,1,0,0,Neutral
37809,0,0.811,0.189,0.2732,Positive
37810,0,1,0,0,Neutral
37811,0,1,0,0,Neutral
37812,0.248,0.47,0.282,0.0747,Positive
37813,0.067,0.857,0.075,0.0989,Positive
37814,0,1,0,0,Neutral
37815,0,0.799,0.201,0.5807,Positive
37816,0,0.909,0.091,0.128,Positive
37817,0.042,0.708,0.25,0.8941,Positive
37818,0,0.806,0.194,0.34,Positive
37819,0,1,0,0,Neutral
37820,0,1,0,0,Neutral
37821,0,0.585,0.415,0.4278,Positive
37822,0,1,0,0,Neutral
37823,0,1,0,0,Neutral
37824,0,0.706,0.294,0.3612,Positive
37825,0,1,0,0,Neutral
37826,0,0.714,0.286,0.34,Positive
37827,0,1,0,0,Neutral
37828,0,0.612,0.388,0.5859,Positive
37829,0,1,0,0,Neutral
37830,0.63,0.37,0,-0.5267,Negative
37831,0,1,0,0,Neutral
37832,0,1,0,0,Neutral
37833,0,1,0,0,Neutral
37834,0,1,0,0,Neutral
37835,0,0.417,0.583,0.4215,Positive
37836,0.512,0.488,0,-0.2732,Negative
37837,0,0.593,0.407,0.6705,Positive
37838,0.123,0.535,0.342,0.6249,Positive
37839,0,0.402,0.598,0.7543,Positive
37840,0,0.734,0.266,0.4404,Positive
37841,0,0.748,0.252,0.4019,Positive
37842,0,0.723,0.277,0.3182,Positive
37843,0.244,0.756,0,-0.4404,Negative
37844,0.065,0.839,0.096,0.2444,Positive
37845,0,0.672,0.328,0.6003,Positive
37846,0,1,0,0,Neutral
37847,0.434,0.566,0,-0.3182,Negative
37848,0,0.892,0.108,0.3182,Positive
37849,0,1,0,0,Neutral
37850,0.531,0.469,0,-0.5267,Negative
37851,0,0.886,0.114,0.2944,Positive
37852,0.306,0.556,0.139,-0.4215,Negative
37853,0,1,0,0,Neutral
37854,0.577,0.423,0,-0.6239,Negative
37855,0,1,0,0,Neutral
37856,0,1,0,0,Neutral
37857,0,1,0,0,Neutral
37858,0,0.795,0.205,0.4278,Positive
37859,0.147,0.652,0.201,0.25,Positive
37860,0,1,0,0,Neutral
37861,0,1,0,0,Neutral
37862,0,0.737,0.263,0.3612,Positive
37863,0,0.701,0.299,0.7397,Positive
37864,0,0.864,0.136,0.4559,Positive
37865,0.126,0.712,0.162,0.3182,Positive
37866,0,1,0,0,Neutral
37867,0.215,0.785,0,-0.6688,Negative
37868,0.44,0.119,0.44,0,Neutral
37869,0,1,0,0,Neutral
37870,0,0.645,0.355,0.5106,Positive
37871,0,0.836,0.164,0.7096,Positive
37872,0,1,0,0,Neutral
37873,0.22,0.673,0.108,-0.3612,Negative
37874,0,1,0,0,Neutral
37875,0.18,0.82,0,-0.296,Negative
37876,0,1,0,0,Neutral
37877,0,1,0,0,Neutral
37878,0,0.903,0.097,0.4199,Positive
37879,0,1,0,0,Neutral
37880,0,0.811,0.189,0.4215,Positive
37881,0,0.8,0.2,0.3612,Positive
37882,0,0.732,0.268,0.3736,Positive
37883,0,1,0,0,Neutral
37884,0,1,0,0,Neutral
37885,0,1,0,0,Neutral
37886,0,0.919,0.081,0.296,Positive
37887,0,0.508,0.492,0.4404,Positive
37888,0,1,0,0,Neutral
37889,0,1,0,0,Neutral
37890,0,1,0,0,Neutral
37891,0.27,0.73,0,-0.5719,Negative
37892,0.1,0.786,0.114,0.0772,Positive
37893,0.1,0.786,0.114,0.0772,Positive
37894,0.075,0.873,0.052,-0.1511,Negative
37895,0,1,0,0,Neutral
37896,0,0.667,0.333,0.6705,Positive
37897,0,1,0,0,Neutral
37898,0,1,0,0,Neutral
37899,0,1,0,0,Neutral
37900,0,1,0,0,Neutral
37901,0.145,0.855,0,-0.1779,Negative
37902,0,1,0,0,Neutral
37903,0,1,0,0,Neutral
37904,0,1,0,0,Neutral
37905,0,0.534,0.466,0.7269,Positive
37906,0.267,0.733,0,-0.2924,Negative
37907,0,0.738,0.262,0.4278,Positive
37908,0.113,0.717,0.17,0.2789,Positive
37909,0.128,0.872,0,-0.296,Negative
37910,0,0.7,0.3,0.4588,Positive
37911,0.117,0.73,0.153,0.128,Positive
37912,0,0.352,0.648,0.7475,Positive
37913,0.217,0.783,0,-0.802,Negative
37914,0,1,0,0,Neutral
37915,0,0.745,0.255,0.34,Positive
37916,0,1,0,0,Neutral
37917,0,1,0,0,Neutral
37918,0,1,0,0,Neutral
37919,0,1,0,0,Neutral
37920,0,1,0,0,Neutral
37921,0,1,0,0,Neutral
37922,0,0.667,0.333,0.6114,Positive
37923,0,0.518,0.482,0.7586,Positive
37924,0.127,0.805,0.068,-0.2263,Negative
37925,0,1,0,0,Neutral
37926,0,1,0,0,Neutral
37927,0.115,0.835,0.05,-0.5065,Negative
37928,0,1,0,0,Neutral
37929,0,1,0,0,Neutral
37930,0,0.763,0.237,0.4215,Positive
37931,0,0.713,0.287,0.8143,Positive
37932,0,0.812,0.188,0.4588,Positive
37933,0,1,0,0,Neutral
37934,0,0.759,0.241,0.2263,Positive
37935,0,0.932,0.068,0.296,Positive
37936,0.085,0.783,0.132,0.3331,Positive
37937,0,1,0,0,Neutral
37938,0,0.791,0.209,0.4404,Positive
37939,0,0.805,0.195,0.3939,Positive
37940,0,1,0,0,Neutral
37941,0,1,0,0,Neutral
37942,0.15,0.695,0.155,0.0258,Neutral
37943,0,0.849,0.151,0.1531,Positive
37944,0,1,0,0,Neutral
37945,0,1,0,0,Neutral
37946,0,1,0,0,Neutral
37947,0,1,0,0,Neutral
37948,0,0.756,0.244,0.4404,Positive
37949,0,1,0,0,Neutral
37950,0,0.847,0.153,0.4404,Positive
37951,0,1,0,0,Neutral
37952,0.281,0.719,0,-0.5994,Negative
37953,0.434,0.566,0,-0.3182,Negative
37954,0,1,0,0,Neutral
37955,0,1,0,0,Neutral
37956,0,1,0,0,Neutral
37957,0,0.859,0.141,0.3182,Positive
37958,0,1,0,0,Neutral
37959,0,1,0,0,Neutral
37960,0,0.765,0.235,0.4724,Positive
37961,0,1,0,0,Neutral
37962,0.218,0.495,0.287,0.1779,Positive
37963,0,1,0,0,Neutral
37964,0,0.738,0.262,0.4278,Positive
37965,0,1,0,0,Neutral
37966,0.535,0.465,0,-0.7845,Negative
37967,0,0.508,0.492,0.7003,Positive
37968,0,1,0,0,Neutral
37969,0,0.828,0.172,0.3164,Positive
37970,0.315,0.685,0,-0.3182,Negative
37971,0,0.577,0.423,0.4466,Positive
37972,0,0.738,0.262,0.4278,Positive
37973,0,1,0,0,Neutral
37974,0,0.704,0.296,0.2732,Positive
37975,0,1,0,0,Neutral
37976,0,0.753,0.247,0.3182,Positive
37977,0.18,0.82,0,-0.296,Negative
37978,0,1,0,0,Neutral
37979,0,1,0,0,Neutral
37980,0.148,0.852,0,-0.1867,Negative
37981,0,0.526,0.474,0.5423,Positive
37982,0,1,0,0,Neutral
37983,0,1,0,0,Neutral
37984,0,0.741,0.259,0.2732,Positive
37985,0,1,0,0,Neutral
37986,0,1,0,0,Neutral
37987,0,1,0,0,Neutral
37988,0,0.466,0.534,0.7824,Positive
37989,0,0.826,0.174,0.5216,Positive
37990,0,1,0,0,Neutral
37991,0,0.584,0.416,0.431,Positive
37992,0,0.799,0.201,0.5826,Positive
37993,0.339,0.661,0,-0.6249,Negative
37994,0.241,0.581,0.178,-0.0513,Negative
37995,0.077,0.768,0.155,0.347,Positive
37996,0.288,0.712,0,-0.4278,Negative
37997,0,0.645,0.355,0.0258,Neutral
37998,0,1,0,0,Neutral
37999,0.181,0.604,0.215,0.128,Positive
38000,0,0.831,0.169,0.6219,Positive
38001,0,0.563,0.437,0.3237,Positive
38002,0,0.811,0.189,0.4215,Positive
38003,0.252,0.748,0,-0.4019,Negative
38004,0,1,0,0,Neutral
38005,0,1,0,0,Neutral
38006,0,1,0,0,Neutral
38007,0,0.868,0.132,0.3612,Positive
38008,0,0.707,0.293,0.4404,Positive
38009,0.311,0.689,0,-0.4023,Negative
38010,0.097,0.63,0.273,0.6369,Positive
38011,0.249,0.586,0.165,-0.2828,Negative
38012,0.359,0.641,0,-0.4215,Negative
38013,0.184,0.633,0.184,0,Neutral
38014,0,1,0,0,Neutral
38015,0,1,0,0,Neutral
38016,0,1,0,0,Neutral
38017,0,1,0,0,Neutral
38018,0,1,0,0,Neutral
38019,0,0.806,0.194,0.34,Positive
38020,0.223,0.777,0,-0.3182,Negative
38021,0,1,0,0,Neutral
38022,0,0.556,0.444,0.34,Positive
38023,0,1,0,0,Neutral
38024,0,1,0,0,Neutral
38025,0.762,0.238,0,-0.4939,Negative
38026,0,0.808,0.192,0.8225,Positive
38027,0,1,0,0,Neutral
38028,0,1,0,0,Neutral
38029,0,1,0,0,Neutral
38030,0,0.526,0.474,0.2023,Positive
38031,0,1,0,0,Neutral
38032,0.13,0.628,0.242,0.3182,Positive
38033,0,1,0,0,Neutral
38034,0,1,0,0,Neutral
38035,0.128,0.872,0,-0.296,Negative
38036,0,1,0,0,Neutral
38037,0,0.639,0.361,0.3089,Positive
38038,0,1,0,0,Neutral
38039,0,0.776,0.224,0.4389,Positive
38040,0.275,0.725,0,-0.4648,Negative
38041,0,0.762,0.238,0.6486,Positive
38042,0,1,0,0,Neutral
38043,0,0.563,0.437,0.4767,Positive
38044,0,1,0,0,Neutral
38045,0,0.612,0.388,0.2263,Positive
38046,0,0.585,0.415,0.4278,Positive
38047,0.179,0.662,0.159,-0.0772,Negative
38048,0.315,0.685,0,-0.3182,Negative
38049,0,1,0,0,Neutral
38050,0,1,0,0,Neutral
38051,0,1,0,0,Neutral
38052,0,1,0,0,Neutral
38053,0,1,0,0,Neutral
38054,0,0.541,0.459,0.1779,Positive
38055,0.474,0.526,0,-0.4019,Negative
38056,0,0.551,0.449,0.6908,Positive
38057,0,1,0,0,Neutral
38058,0,0.373,0.627,0.6166,Positive
38059,0,0.638,0.362,0.4278,Positive
38060,0,0.673,0.327,0.6523,Positive
38061,0.141,0.576,0.282,0.3993,Positive
38062,0,1,0,0,Neutral
38063,0.535,0.465,0,-0.3182,Negative
38064,0.286,0.714,0,-0.4215,Negative
38065,0,0.588,0.412,0.2732,Positive
38066,0,0.465,0.535,0.3182,Positive
38067,0.067,0.796,0.137,0.238,Positive
38068,0,0.698,0.302,0.3818,Positive
38069,0,1,0,0,Neutral
38070,0,1,0,0,Neutral
38071,0,0.88,0.12,0.4084,Positive
38072,0,1,0,0,Neutral
38073,0.474,0.526,0,-0.4019,Negative
38074,0,0.667,0.333,0.4588,Positive
38075,0.271,0.729,0,-0.3034,Negative
38076,0,0.559,0.441,0.7269,Positive
38077,0,1,0,0,Neutral
38078,0,1,0,0,Neutral
38079,0.211,0.742,0.048,-0.8213,Negative
38080,0,1,0,0,Neutral
38081,0,0.649,0.351,0.4019,Positive
38082,0.13,0.87,0,-0.0516,Negative
38083,0.224,0.393,0.383,0.2992,Positive
38084,0.116,0.884,0,-0.3612,Negative
38085,0,1,0,0,Neutral
38086,0,1,0,0,Neutral
38087,0,1,0,0,Neutral
38088,0.5,0.254,0.246,-0.4588,Negative
38089,0,1,0,0,Neutral
38090,0,0.381,0.619,0.6705,Positive
38091,0,1,0,0,Neutral
38092,0,1,0,0,Neutral
38093,0,0.783,0.217,0.3612,Positive
38094,0,0.82,0.18,0.296,Positive
38095,0,0.861,0.139,0.3802,Positive
38096,0.393,0.607,0,-0.3802,Negative
38097,0,0.804,0.196,0.296,Positive
38098,0.271,0.729,0,-0.3016,Negative
38099,0,1,0,0,Neutral
38100,0,0.843,0.157,0.0772,Positive
38101,0,1,0,0,Neutral
38102,0,0.8,0.2,0.25,Positive
38103,0,1,0,0,Neutral
38104,0.55,0.45,0,-0.7269,Negative
38105,0,0.884,0.116,0.1779,Positive
38106,0,0.806,0.194,0.34,Positive
38107,0,0.761,0.239,0.296,Positive
38108,0,1,0,0,Neutral
38109,0.194,0.806,0,-0.5574,Negative
38110,0.127,0.743,0.13,-0.2283,Negative
38111,0.117,0.883,0,-0.3089,Negative
38112,0,0.769,0.231,0.2732,Positive
38113,0,0.702,0.298,0.5267,Positive
38114,0.075,0.799,0.125,0.2656,Positive
38115,0,0.663,0.337,0.6808,Positive
38116,0,1,0,0,Neutral
38117,0,1,0,0,Neutral
38118,0.077,0.798,0.126,0.368,Positive
38119,0,1,0,0,Neutral
38120,0,0.71,0.29,0.6486,Positive
38121,0,0.531,0.469,0.9224,Positive
38122,0,0.656,0.344,0.6408,Positive
38123,0,0.513,0.487,0.6948,Positive
38124,0,1,0,0,Neutral
38125,0,1,0,0,Neutral
38126,0.191,0.809,0,-0.3818,Negative
38127,0,1,0,0,Neutral
38128,0,1,0,0,Neutral
38129,0,0.786,0.214,0.4588,Positive
38130,0,1,0,0,Neutral
38131,0,0.625,0.375,0.7783,Positive
38132,0,1,0,0,Neutral
38133,0,0.256,0.744,0.4404,Positive
38134,0.096,0.819,0.085,-0.0772,Negative
38135,0.243,0.757,0,-0.5423,Negative
38136,0,1,0,0,Neutral
38137,0.056,0.866,0.078,0.2732,Positive
38138,0,1,0,0,Neutral
38139,0.1,0.793,0.107,0.0516,Positive
38140,0.213,0.787,0,-0.4019,Negative
38141,0,1,0,0,Neutral
38142,0.065,0.787,0.148,0.4215,Positive
38143,0,0.712,0.288,0.4278,Positive
38144,0.368,0.632,0,-0.5423,Negative
38145,0,1,0,0,Neutral
38146,0.535,0.465,0,-0.3182,Negative
38147,0,1,0,0,Neutral
38148,0,1,0,0,Neutral
38149,0,0.28,0.72,0.7297,Positive
38150,0.164,0.606,0.23,0.2732,Positive
38151,0,1,0,0,Neutral
38152,0,1,0,0,Neutral
38153,0.432,0.568,0,-0.7949,Negative
38154,0,0.647,0.353,0.5994,Positive
38155,0,1,0,0,Neutral
38156,0.21,0.685,0.105,-0.6362,Negative
38157,0,1,0,0,Neutral
38158,0,0.514,0.486,0.4278,Positive
38159,0,0.444,0.556,0.3612,Positive
38160,0,1,0,0,Neutral
38161,0,1,0,0,Neutral
38162,0.031,0.969,0,-0.1406,Negative
38163,0,0.943,0.057,0.1007,Positive
38164,0,1,0,0,Neutral
38165,0,0.865,0.135,0.144,Positive
38166,0,1,0,0,Neutral
38167,0,0.861,0.139,0.2297,Positive
38168,0.267,0.733,0,-0.4588,Negative
38169,0,1,0,0,Neutral
38170,0.346,0.654,0,-0.5719,Negative
38171,0.481,0.519,0,-0.5719,Negative
38172,0.139,0.861,0,-0.3089,Negative
38173,0.102,0.898,0,-0.1779,Negative
38174,0,0.806,0.194,0.34,Positive
38175,0,0.729,0.271,0.6369,Positive
38176,0,1,0,0,Neutral
38177,0,0.651,0.349,0.5093,Positive
38178,0,1,0,0,Neutral
38179,0,1,0,0,Neutral
38180,0,0.851,0.149,0.6901,Positive
38181,0,1,0,0,Neutral
38182,0,1,0,0,Neutral
38183,0,0.606,0.394,0.8,Positive
38184,0.144,0.856,0,-0.4939,Negative
38185,0,1,0,0,Neutral
38186,0.231,0.769,0,-0.34,Negative
38187,0,0.866,0.134,0.5719,Positive
38188,0,1,0,0,Neutral
38189,0,1,0,0,Neutral
38190,0.274,0.726,0,-0.5267,Negative
38191,0,1,0,0,Neutral
38192,0,1,0,0,Neutral
38193,0,0.533,0.467,0.3875,Positive
38194,0,1,0,0,Neutral
38195,0,0.727,0.273,0.4588,Positive
38196,0,0.527,0.473,0.5562,Positive
38197,0,1,0,0,Neutral
38198,0.185,0.652,0.163,-0.1027,Negative
38199,0.105,0.591,0.304,0.6156,Positive
38200,0,1,0,0,Neutral
38201,0,1,0,0,Neutral
38202,0,1,0,0,Neutral
38203,0.311,0.534,0.155,-0.4423,Negative
38204,0,1,0,0,Neutral
38205,0,1,0,0,Neutral
38206,0,1,0,0,Neutral
38207,0,0.698,0.302,0.3818,Positive
38208,0.175,0.707,0.118,-0.0943,Negative
38209,0.438,0.562,0,-0.5994,Negative
38210,0,1,0,0,Neutral
38211,0,1,0,0,Neutral
38212,0.162,0.838,0,-0.4753,Negative
38213,0,0.841,0.159,0.5994,Positive
38214,0,0.488,0.512,0.2732,Positive
38215,0.115,0.885,0,-0.0772,Negative
38216,0,0.447,0.553,0.5732,Positive
38217,0,1,0,0,Neutral
38218,0,1,0,0,Neutral
38219,0,1,0,0,Neutral
38220,0.173,0.6,0.226,0.2003,Positive
38221,0.365,0.635,0,-0.6159,Negative
38222,0,1,0,0,Neutral
38223,0.464,0.536,0,-0.3818,Negative
38224,0,0.759,0.241,0.6652,Positive
38225,0,0.169,0.831,0.5994,Positive
38226,0,1,0,0,Neutral
38227,0,1,0,0,Neutral
38228,0,1,0,0,Neutral
38229,0,0.504,0.496,0.7096,Positive
38230,0,1,0,0,Neutral
38231,0,1,0,0,Neutral
38232,0.259,0.741,0,-0.5423,Negative
38233,0,1,0,0,Neutral
38234,0,0.741,0.259,0.4215,Positive
38235,0.16,0.84,0,-0.2732,Negative
38236,0.046,0.699,0.255,0.8358,Positive
38237,0,1,0,0,Neutral
38238,0,0.727,0.273,0.5983,Positive
38239,0,0.548,0.452,0.5106,Positive
38240,0,1,0,0,Neutral
38241,0.441,0.559,0,-0.694,Negative
38242,0.171,0.57,0.259,0.34,Positive
38243,0,0.758,0.242,0.4939,Positive
38244,0,1,0,0,Neutral
38245,0,0.88,0.12,0.4574,Positive
38246,0,1,0,0,Neutral
38247,0,1,0,0,Neutral
38248,0,1,0,0,Neutral
38249,0.122,0.697,0.182,0.2566,Positive
38250,0.434,0.566,0,-0.3182,Negative
38251,0,1,0,0,Neutral
38252,0,1,0,0,Neutral
38253,0,1,0,0,Neutral
38254,0.194,0.667,0.139,0.0258,Neutral
38255,0,1,0,0,Neutral
38256,0.105,0.577,0.318,0.6615,Positive
38257,0,0.583,0.417,0.6124,Positive
38258,0,0.797,0.203,0.4215,Positive
38259,0.183,0.817,0,-0.5859,Negative
38260,0,0.936,0.064,0.0772,Positive
38261,0,0.68,0.32,0.6851,Positive
38262,0,1,0,0,Neutral
38263,0.066,0.805,0.129,0.3237,Positive
38264,0.266,0.547,0.187,-0.25,Negative
38265,0,0.762,0.238,0.3612,Positive
38266,0,0.294,0.706,0.34,Positive
38267,0,1,0,0,Neutral
38268,0,0.704,0.296,0.2732,Positive
38269,0,1,0,0,Neutral
38270,0,0.682,0.318,0.6369,Positive
38271,0,0.513,0.487,0.5859,Positive
38272,0,0.323,0.677,0.2732,Positive
38273,0.209,0.791,0,-0.5719,Negative
38274,0,1,0,0,Neutral
38275,0,0.783,0.217,0.3612,Positive
38276,0,0.617,0.383,0.68,Positive
38277,0,1,0,0,Neutral
38278,0,0.488,0.512,0.2732,Positive
38279,0,1,0,0,Neutral
38280,0,1,0,0,Neutral
38281,0.463,0.537,0,-0.7845,Negative
38282,0,0.615,0.385,0.8555,Positive
38283,0,1,0,0,Neutral
38284,0,0.514,0.486,0.4278,Positive
38285,0,0.679,0.321,0.6369,Positive
38286,0.105,0.523,0.372,0.5538,Positive
38287,0,1,0,0,Neutral
38288,0,1,0,0,Neutral
38289,0,1,0,0,Neutral
38290,0,0.794,0.206,0.3818,Positive
38291,0.089,0.696,0.215,0.5021,Positive
38292,0,0.556,0.444,0.34,Positive
38293,0.2,0.56,0.24,0.128,Positive
38294,0,1,0,0,Neutral
38295,0,0.811,0.189,0.5994,Positive
38296,0,0.827,0.173,0.4824,Positive
38297,0.259,0.741,0,-0.2732,Negative
38298,0,0.629,0.371,0.6486,Positive
38299,0,0.323,0.677,0.2732,Positive
38300,0,0.816,0.184,0.2023,Positive
38301,0,0.815,0.185,0.6124,Positive
38302,0.182,0.818,0,-0.4404,Negative
38303,0.146,0.854,0,-0.4404,Negative
38304,0.468,0.532,0,-0.6597,Negative
38305,0.256,0.744,0,-0.3412,Negative
38306,0,1,0,0,Neutral
38307,0,1,0,0,Neutral
38308,0,0.659,0.341,0.6333,Positive
38309,0,1,0,0,Neutral
38310,0.138,0.862,0,-0.3382,Negative
38311,0,1,0,0,Neutral
38312,0.133,0.867,0,-0.3164,Negative
38313,0,0.476,0.524,0.5267,Positive
38314,0,1,0,0,Neutral
38315,0.434,0.566,0,-0.3182,Negative
38316,0,1,0,0,Neutral
38317,0,1,0,0,Neutral
38318,0,1,0,0,Neutral
38319,0,0.7,0.3,0.4588,Positive
38320,0,0.847,0.153,0.4215,Positive
38321,0,0.917,0.083,0.5972,Positive
38322,0,1,0,0,Neutral
38323,0,1,0,0,Neutral
38324,0,1,0,0,Neutral
38325,0,0.723,0.277,0.3182,Positive
38326,0,0.745,0.255,0.34,Positive
38327,0.172,0.675,0.153,-0.0772,Negative
38328,0.35,0.65,0,-0.5936,Negative
38329,0,0.515,0.485,0.6865,Positive
38330,0,1,0,0,Neutral
38331,0.535,0.465,0,-0.3182,Negative
38332,0,1,0,0,Neutral
38333,0.487,0.513,0,-0.6908,Negative
38334,0,1,0,0,Neutral
38335,0,1,0,0,Neutral
38336,0,1,0,0,Neutral
38337,0,1,0,0,Neutral
38338,0,1,0,0,Neutral
38339,0,0.833,0.167,0.34,Positive
38340,0,1,0,0,Neutral
38341,0.118,0.882,0,-0.1531,Negative
38342,0,1,0,0,Neutral
38343,0.649,0.351,0,-0.5719,Negative
38344,0,1,0,0,Neutral
38345,0,1,0,0,Neutral
38346,0,1,0,0,Neutral
38347,0,1,0,0,Neutral
38348,0,1,0,0,Neutral
38349,0,1,0,0,Neutral
38350,0,1,0,0,Neutral
38351,0,0.508,0.492,0.4404,Positive
38352,0.284,0.716,0,-0.3365,Negative
38353,0,0.779,0.221,0.1779,Positive
38354,0,1,0,0,Neutral
38355,0,0.894,0.106,0.3595,Positive
38356,0,1,0,0,Neutral
38357,0,1,0,0,Neutral
38358,0,0.645,0.355,0.296,Positive
38359,0,0.847,0.153,0.2023,Positive
38360,0,1,0,0,Neutral
38361,0,1,0,0,Neutral
38362,0,1,0,0,Neutral
38363,0,1,0,0,Neutral
38364,0,1,0,0,Neutral
38365,0,0.812,0.188,0.4588,Positive
38366,0,1,0,0,Neutral
38367,0,1,0,0,Neutral
38368,0.087,0.497,0.416,0.743,Positive
38369,0,0.675,0.325,0.6476,Positive
38370,0,1,0,0,Neutral
38371,0,1,0,0,Neutral
38372,0,1,0,0,Neutral
38373,0.133,0.741,0.126,-0.128,Negative
38374,0.079,0.716,0.205,0.5473,Positive
38375,0,1,0,0,Neutral
38376,0.167,0.833,0,-0.5574,Negative
38377,0,1,0,0,Neutral
38378,0,0.585,0.415,0.4278,Positive
38379,0.16,0.567,0.273,0.3818,Positive
38380,0.28,0.72,0,-0.6652,Negative
38381,0,1,0,0,Neutral
38382,0,0.786,0.214,0.4588,Positive
38383,0,1,0,0,Neutral
38384,0.552,0.448,0,-0.5719,Negative
38385,0.357,0.643,0,-0.1695,Negative
38386,0,1,0,0,Neutral
38387,0.214,0.686,0.1,-0.6124,Negative
38388,0,1,0,0,Neutral
38389,0.136,0.701,0.164,-0.1027,Negative
38390,0.208,0.792,0,-0.2732,Negative
38391,0,0.811,0.189,0.2732,Positive
38392,0,0.588,0.412,0.4215,Positive
38393,0,1,0,0,Neutral
38394,0,0.833,0.167,0.2023,Positive
38395,0.598,0.402,0,-0.6671,Negative
38396,0,0.615,0.385,0.3612,Positive
38397,0,1,0,0,Neutral
38398,0,1,0,0,Neutral
38399,0,1,0,0,Neutral
38400,0,1,0,0,Neutral
38401,0,0.704,0.296,0.2732,Positive
38402,0,1,0,0,Neutral
38403,0,1,0,0,Neutral
38404,0,1,0,0,Neutral
38405,0,1,0,0,Neutral
38406,0.322,0.557,0.121,-0.5003,Negative
38407,0,0.749,0.251,0.7482,Positive
38408,0.099,0.76,0.14,0.1779,Positive
38409,0,0.625,0.375,0.34,Positive
38410,0,0.645,0.355,0.296,Positive
38411,0,0.556,0.444,0.34,Positive
38412,0,1,0,0,Neutral
38413,0,1,0,0,Neutral
38414,0.189,0.63,0.181,-0.0276,Neutral
38415,0,1,0,0,Neutral
38416,0,0.81,0.19,0.5688,Positive
38417,0,0.357,0.643,0.802,Positive
38418,0,1,0,0,Neutral
38419,0,1,0,0,Neutral
38420,0,1,0,0,Neutral
38421,0,1,0,0,Neutral
38422,0.127,0.717,0.156,0.1363,Positive
38423,0.203,0.58,0.217,0.0516,Positive
38424,0,0.809,0.191,0.4278,Positive
38425,0.148,0.677,0.174,0.1096,Positive
38426,0,1,0,0,Neutral
38427,0.079,0.842,0.08,0.0085,Neutral
38428,0.053,0.663,0.284,0.8945,Positive
38429,0,1,0,0,Neutral
38430,0,0.638,0.362,0.4278,Positive
38431,0,1,0,0,Neutral
38432,0,0.679,0.321,0.4278,Positive
38433,0,1,0,0,Neutral
38434,0.302,0.698,0,-0.5994,Negative
38435,0.176,0.611,0.214,0.128,Positive
38436,0,1,0,0,Neutral
38437,0,1,0,0,Neutral
38438,0,1,0,0,Neutral
38439,0,1,0,0,Neutral
38440,0.289,0.541,0.17,-0.2422,Negative
38441,0.045,0.77,0.185,0.8271,Positive
38442,0,0.443,0.557,0.6166,Positive
38443,0,1,0,0,Neutral
38444,0,0.803,0.197,0.4003,Positive
38445,0,1,0,0,Neutral
38446,0.098,0.749,0.153,0.5473,Positive
38447,0,1,0,0,Neutral
38448,0,1,0,0,Neutral
38449,0,1,0,0,Neutral
38450,0,1,0,0,Neutral
38451,0.028,0.896,0.077,0.431,Positive
38452,0,0.762,0.238,0.3612,Positive
38453,0,0.801,0.199,0.3595,Positive
38454,0.459,0.541,0,-0.5267,Negative
38455,0,1,0,0,Neutral
38456,0,0.722,0.278,0.4019,Positive
38457,0,1,0,0,Neutral
38458,0,1,0,0,Neutral
38459,0.357,0.643,0,-0.7269,Negative
38460,0,1,0,0,Neutral
38461,0,1,0,0,Neutral
38462,0,0.704,0.296,0.2732,Positive
38463,0,1,0,0,Neutral
38464,0,1,0,0,Neutral
38465,0.205,0.421,0.374,0.6369,Positive
38466,0,1,0,0,Neutral
38467,0,1,0,0,Neutral
38468,0,1,0,0,Neutral
38469,0,0.614,0.386,0.6166,Positive
38470,0.11,0.715,0.176,0.3382,Positive
